id,area,date,start_time,end_time,duration_minutes,reason,voltage_level,reported_by,is_planned
8613,Uppal,2024-05-24,19:30,23:01,211,Line Fault,11kV,TSECL Website,0
8614,Raidurg,2024-05-26,14:45,15:40,55,Equipment Upgrade,33kV,Consumer Call,1
8615,Madhapur,2024-05-07,05:00,10:35,335,Weather Damage,33kV,Social Media,0
8616,Banjara Hills,2024-02-07,10:00,10:41,41,Network Expansion,132kV,TSECL Website,1
8617,Jubilee Hills,2023-11-09,15:45,19:57,252,Grid Overload,11kV,Consumer Call,0
8618,Miyapur,2023-08-07,09:00,14:42,342,Scheduled Maintenance,132kV,Consumer Call,1
8619,Chandanagar,2023-10-29,00:15,02:45,150,Weather Damage,11kV,Telangana DISCOM App,0
8620,Lingampally,2024-03-12,11:45,12:51,66,Network Expansion,11kV,Social Media,1
8621,Shamirpet,2024-05-09,11:00,14:48,228,Line Fault,33kV,Telangana DISCOM App,0
8622,Bowenpally,2023-10-25,03:00,04:17,77,Grid Overload,11kV,Telangana DISCOM App,0
8623,Serilingampally,2024-04-24,11:00,15:24,264,Scheduled Maintenance,33kV,TSECL Website,1
8624,Khairatabad,2023-12-05,12:15,19:20,425,Scheduled Maintenance,33kV,Social Media,1
8625,Chandanagar,2023-08-14,15:45,21:11,326,Transformer Failure,33kV,Social Media,0
8626,Rajendra Nagar,2023-08-17,13:00,13:54,54,Equipment Upgrade,132kV,Consumer Call,1
8627,Uppal,2023-11-11,22:15,23:37,82,Weather Damage,33kV,Telangana DISCOM App,0
8628,Miyapur,2024-04-20,23:15,03:24,249,Grid Overload,33kV,Telangana DISCOM App,0
8629,Bolarum,2023-11-18,16:00,23:22,442,Equipment Upgrade,11kV,TSECL Website,1
8630,Secunderabad,2024-01-06,13:00,17:23,263,Network Expansion,132kV,TSECL Website,1
8631,Bowenpally,2023-07-13,03:00,08:04,304,Transformer Failure,33kV,Telangana DISCOM App,0
8632,Gandipet,2024-03-23,01:00,06:59,359,Line Fault,11kV,TSECL Website,0
8633,Sanath Nagar,2023-11-26,11:15,15:24,249,Transformer Failure,11kV,Consumer Call,0
8634,Vidyanagar,2024-04-22,17:30,19:12,102,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8635,Yapral,2023-12-17,18:00,19:58,118,Equipment Upgrade,132kV,Telangana DISCOM App,1
8636,Raidurg,2024-05-21,08:15,15:47,452,Network Expansion,11kV,Social Media,1
8637,Gandipet,2024-02-02,08:00,09:53,113,Equipment Upgrade,11kV,Telangana DISCOM App,1
8638,Tarnaka,2023-07-13,05:45,09:18,213,Transformer Failure,11kV,TSECL Website,0
8639,Begumpet,2024-05-10,12:00,17:28,328,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8640,Patancheru,2024-05-27,17:00,17:17,17,Transformer Failure,11kV,Consumer Call,0
8641,Tolichowki,2024-02-24,15:30,17:53,143,Grid Overload,132kV,TSECL Website,0
8642,Nampally,2023-12-12,19:30,00:39,309,Scheduled Maintenance,11kV,TSECL Website,1
8643,Kothapet,2023-08-25,18:15,19:30,75,Weather Damage,11kV,Consumer Call,0
8644,Kondapur,2024-05-11,19:30,03:07,457,Equipment Upgrade,11kV,Social Media,1
8645,Dilsukhnagar,2023-12-22,18:45,01:33,408,Scheduled Maintenance,11kV,Consumer Call,1
8646,Serilingampally,2023-12-21,08:00,08:54,54,Transformer Failure,33kV,Telangana DISCOM App,0
8647,Serilingampally,2024-05-03,19:00,02:54,474,Scheduled Maintenance,33kV,Consumer Call,1
8648,Golconda,2024-02-24,08:45,11:53,188,Network Expansion,11kV,TSECL Website,1
8649,Tarnaka,2023-12-11,19:00,00:54,354,Equipment Upgrade,33kV,Consumer Call,1
8650,Punjagutta,2024-03-11,17:30,00:16,406,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8651,Abids,2024-05-27,15:00,20:58,358,Equipment Upgrade,33kV,Telangana DISCOM App,1
8652,Charminar,2024-02-23,11:00,11:49,49,Equipment Upgrade,33kV,TSECL Website,1
8653,Madhapur,2024-05-14,15:30,21:38,368,Network Expansion,132kV,TSECL Website,1
8654,Ameerpet,2023-07-07,02:45,07:35,290,Line Fault,33kV,Telangana DISCOM App,0
8655,Khairatabad,2023-07-28,08:30,11:06,156,Scheduled Maintenance,33kV,TSECL Website,1
8656,Serilingampally,2024-02-20,12:00,15:40,220,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8657,Bolarum,2023-08-06,10:15,16:12,357,Network Expansion,33kV,TSECL Website,1
8658,Zahirabad,2024-01-10,11:15,13:56,161,Transformer Failure,11kV,Social Media,0
8659,Shamshabad,2023-09-23,10:15,14:20,245,Network Expansion,11kV,Telangana DISCOM App,1
8660,Yapral,2023-12-07,08:45,10:44,119,Scheduled Maintenance,132kV,Telangana DISCOM App,1
8661,Jubilee Hills,2024-06-29,08:30,12:53,263,Grid Overload,33kV,Telangana DISCOM App,0
8662,Nampally,2023-07-25,16:30,18:39,129,Network Expansion,11kV,Telangana DISCOM App,1
8663,Yapral,2024-03-20,16:00,19:58,238,Equipment Upgrade,33kV,Consumer Call,1
8664,Begumpet,2023-08-31,12:45,18:32,347,Network Expansion,11kV,TSECL Website,1
8665,Patancheru,2024-02-16,11:00,15:09,249,Network Expansion,11kV,Telangana DISCOM App,1
8666,Boduppal,2024-05-27,13:45,14:40,55,Network Expansion,11kV,Telangana DISCOM App,1
8667,Ameerpet,2024-01-02,10:15,14:15,240,Network Expansion,11kV,Telangana DISCOM App,1
8668,Begumpet,2024-01-28,14:45,16:19,94,Equipment Upgrade,33kV,Telangana DISCOM App,1
8669,Kondapur,2023-08-16,09:45,14:02,257,Network Expansion,11kV,TSECL Website,1
8670,Tolichowki,2023-08-11,11:30,14:40,190,Network Expansion,33kV,Telangana DISCOM App,1
8671,Shamshabad,2024-02-12,16:45,00:05,440,Network Expansion,33kV,Telangana DISCOM App,1
8672,Banjara Hills,2024-03-01,11:00,14:40,220,Scheduled Maintenance,33kV,TSECL Website,1
8673,Patancheru,2023-09-23,03:30,08:32,302,Grid Overload,33kV,Telangana DISCOM App,0
8674,Kukatpally,2023-09-01,08:45,10:11,86,Line Fault,33kV,Telangana DISCOM App,0
8675,Punjagutta,2024-05-29,16:30,22:22,352,Line Fault,11kV,Telangana DISCOM App,0
8676,Patancheru,2023-09-01,08:45,13:44,299,Network Expansion,11kV,TSECL Website,1
8677,Madhapur,2024-06-24,08:00,09:49,109,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8678,Bolarum,2024-06-05,05:45,11:42,357,Line Fault,33kV,Consumer Call,0
8679,Kothapet,2023-08-25,17:15,19:59,164,Weather Damage,11kV,Consumer Call,0
8680,Serilingampally,2023-11-28,21:30,23:53,143,Line Fault,33kV,TSECL Website,0
8681,Serilingampally,2024-03-01,15:45,23:28,463,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8682,Bowenpally,2023-09-01,15:00,17:40,160,Network Expansion,11kV,Telangana DISCOM App,1
8683,Begumpet,2023-07-11,12:45,14:37,112,Grid Overload,11kV,Consumer Call,0
8684,Kukatpally,2024-01-16,15:15,21:39,384,Equipment Upgrade,33kV,Telangana DISCOM App,1
8685,Khairatabad,2023-08-10,15:00,20:31,331,Equipment Upgrade,11kV,Consumer Call,1
8686,Shamirpet,2024-04-20,17:30,21:06,216,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8687,Tolichowki,2023-10-26,10:15,10:46,31,Line Fault,11kV,Telangana DISCOM App,0
8688,Patancheru,2024-01-24,14:45,22:23,458,Equipment Upgrade,11kV,TSECL Website,1
8689,Manikonda,2024-03-02,03:15,04:39,84,Grid Overload,33kV,Telangana DISCOM App,0
8690,KPHB,2024-02-01,15:00,20:17,317,Line Fault,33kV,Telangana DISCOM App,0
8691,KPHB,2024-03-09,18:30,21:45,195,Load Shedding,11kV,TSECL Website,0
8692,Nampally,2024-02-10,14:45,19:28,283,Scheduled Maintenance,33kV,Social Media,1
8693,Habsiguda,2024-03-30,16:45,18:47,122,Scheduled Maintenance,33kV,TSECL Website,1
8694,Begumpet,2024-04-20,15:30,22:21,411,Network Expansion,11kV,Telangana DISCOM App,1
8695,Kondapur,2023-12-29,19:15,21:17,122,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8696,Kukatpally,2023-08-27,05:30,11:24,354,Grid Overload,11kV,Telangana DISCOM App,0
8697,Punjagutta,2023-10-03,13:00,16:38,218,Equipment Upgrade,11kV,Social Media,1
8698,Charminar,2024-02-18,14:15,18:13,238,Equipment Upgrade,11kV,Telangana DISCOM App,1
8699,Nallagandla,2024-04-04,03:45,04:24,39,Line Fault,11kV,Consumer Call,0
8700,Bolarum,2024-03-18,18:15,01:34,439,Equipment Upgrade,11kV,TSECL Website,1
8701,Chandanagar,2024-02-16,04:45,05:00,15,Weather Damage,11kV,Telangana DISCOM App,0
8702,Vidyanagar,2024-01-19,03:00,08:13,313,Line Fault,33kV,Social Media,0
8703,Uppal,2023-08-16,10:45,15:42,297,Network Expansion,11kV,TSECL Website,1
8704,Banjara Hills,2023-07-31,01:45,05:27,222,Transformer Failure,11kV,Telangana DISCOM App,0
8705,Charminar,2023-07-14,12:15,20:03,468,Network Expansion,11kV,Consumer Call,1
8706,Nampally,2023-07-19,08:45,09:30,45,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8707,Tarnaka,2024-01-29,20:15,21:29,74,Transformer Failure,33kV,Social Media,0
8708,As Rao Nagar,2023-12-04,07:45,08:22,37,Transformer Failure,11kV,TSECL Website,0
8709,Yapral,2024-03-07,01:15,06:29,314,Weather Damage,11kV,Telangana DISCOM App,0
8710,Bowenpally,2023-09-05,22:00,23:24,84,Line Fault,33kV,Telangana DISCOM App,0
8711,Quthbullapur,2024-05-05,10:45,13:45,180,Weather Damage,11kV,Social Media,0
8712,Rajendra Nagar,2023-08-31,19:45,00:49,304,Scheduled Maintenance,33kV,Consumer Call,1
8713,Vidyanagar,2023-12-13,17:15,22:13,298,Line Fault,11kV,Telangana DISCOM App,0
8714,Hitech City,2024-03-03,08:00,15:06,426,Scheduled Maintenance,33kV,Social Media,1
8715,Tarnaka,2024-02-18,13:30,15:14,104,Network Expansion,11kV,Telangana DISCOM App,1
8716,LB Nagar,2024-02-04,03:00,08:24,324,Load Shedding,33kV,Telangana DISCOM App,0
8717,Dilsukhnagar,2023-10-26,23:45,03:11,206,Transformer Failure,11kV,TSECL Website,0
8718,Quthbullapur,2024-03-24,00:30,02:26,116,Grid Overload,33kV,Telangana DISCOM App,0
8719,Kukatpally,2023-10-26,13:00,13:31,31,Equipment Upgrade,11kV,TSECL Website,1
8720,Uppal,2024-02-04,12:15,15:42,207,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8721,Abids,2023-11-02,19:45,20:33,48,Grid Overload,11kV,Consumer Call,0
8722,Ameerpet,2024-04-28,12:15,15:28,193,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8723,Kukatpally,2024-06-07,16:30,00:12,462,Scheduled Maintenance,11kV,TSECL Website,1
8724,Golconda,2024-05-12,14:15,16:22,127,Line Fault,33kV,Telangana DISCOM App,0
8725,Chandanagar,2023-07-03,09:45,17:40,475,Network Expansion,33kV,Telangana DISCOM App,1
8726,Alwal,2024-05-17,15:15,17:33,138,Load Shedding,33kV,Telangana DISCOM App,0
8727,Yapral,2024-06-18,13:30,15:37,127,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8728,Quthbullapur,2023-07-27,15:45,18:22,157,Equipment Upgrade,33kV,Telangana DISCOM App,1
8729,Begumpet,2024-06-09,03:00,08:02,302,Weather Damage,11kV,Telangana DISCOM App,0
8730,Malkajgiri,2024-06-13,13:00,18:58,358,Grid Overload,11kV,Consumer Call,0
8731,Sanath Nagar,2023-09-05,08:45,13:33,288,Network Expansion,33kV,TSECL Website,1
8732,Secunderabad,2023-08-03,15:45,21:10,325,Load Shedding,11kV,Telangana DISCOM App,0
8733,Gandipet,2024-04-26,14:45,20:29,344,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8734,Moula Ali,2023-07-07,09:15,13:51,276,Line Fault,132kV,Social Media,0
8735,Bowenpally,2023-09-12,16:15,18:13,118,Scheduled Maintenance,33kV,TSECL Website,1
8736,Malkajgiri,2024-01-20,18:30,23:18,288,Weather Damage,11kV,Telangana DISCOM App,0
8737,Zahirabad,2023-11-13,15:15,19:08,233,Load Shedding,33kV,TSECL Website,0
8738,Shamshabad,2024-01-31,15:30,20:19,289,Network Expansion,33kV,Consumer Call,1
8739,Miyapur,2023-07-24,16:00,18:36,156,Network Expansion,11kV,Telangana DISCOM App,1
8740,Bolarum,2024-02-12,22:15,23:26,71,Load Shedding,132kV,Telangana DISCOM App,0
8741,Miyapur,2024-01-22,08:45,11:05,140,Equipment Upgrade,132kV,Social Media,1
8742,Miyapur,2024-04-26,08:00,09:46,106,Equipment Upgrade,11kV,Telangana DISCOM App,1
8743,Bolarum,2023-09-10,08:30,12:16,226,Line Fault,11kV,TSECL Website,0
8744,Raidurg,2023-08-31,05:30,06:49,79,Grid Overload,33kV,Telangana DISCOM App,0
8745,Abids,2024-06-05,15:15,16:19,64,Equipment Upgrade,33kV,TSECL Website,1
8746,Malkajgiri,2024-01-04,14:45,17:26,161,Scheduled Maintenance,33kV,TSECL Website,1
8747,Patancheru,2024-02-24,15:00,16:17,77,Network Expansion,11kV,TSECL Website,1
8748,Yapral,2023-10-29,10:00,10:51,51,Weather Damage,11kV,TSECL Website,0
8749,Uppal,2023-11-21,09:00,12:40,220,Scheduled Maintenance,11kV,TSECL Website,1
8750,Patancheru,2024-02-27,14:30,16:46,136,Network Expansion,33kV,Telangana DISCOM App,1
8751,As Rao Nagar,2024-06-25,19:45,02:58,433,Equipment Upgrade,11kV,Telangana DISCOM App,1
8752,Punjagutta,2023-12-24,13:30,19:10,340,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8753,Kukatpally,2023-11-23,08:15,08:39,24,Weather Damage,11kV,Consumer Call,0
8754,Khairatabad,2024-04-15,12:30,14:28,118,Equipment Upgrade,33kV,TSECL Website,1
8755,Moula Ali,2024-04-25,10:00,13:12,192,Network Expansion,11kV,TSECL Website,1
8756,Rajendra Nagar,2024-04-08,21:45,00:20,155,Weather Damage,11kV,Telangana DISCOM App,0
8757,Shamirpet,2023-11-16,10:45,11:01,16,Transformer Failure,33kV,Telangana DISCOM App,0
8758,Vanasthalipuram,2023-09-19,13:30,19:04,334,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8759,Boduppal,2024-03-28,03:45,07:00,195,Grid Overload,33kV,Telangana DISCOM App,0
8760,Hitech City,2024-02-17,21:30,02:18,288,Weather Damage,33kV,Telangana DISCOM App,0
8761,Malkajgiri,2024-06-21,18:45,22:13,208,Line Fault,11kV,Telangana DISCOM App,0
8762,Charminar,2023-12-16,03:45,07:16,211,Line Fault,11kV,Consumer Call,0
8763,Shamshabad,2024-02-29,09:15,09:38,23,Weather Damage,132kV,Consumer Call,0
8764,As Rao Nagar,2023-08-10,19:30,22:31,181,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8765,Lingampally,2023-08-11,09:15,10:38,83,Equipment Upgrade,33kV,Telangana DISCOM App,1
8766,Kondapur,2023-12-25,18:00,23:22,322,Scheduled Maintenance,11kV,Social Media,1
8767,Ameerpet,2023-09-07,16:00,19:03,183,Line Fault,11kV,Telangana DISCOM App,0
8768,Alwal,2023-10-02,10:30,11:23,53,Network Expansion,11kV,Social Media,1
8769,Bolarum,2024-04-01,16:00,17:46,106,Line Fault,11kV,TSECL Website,0
8770,Uppal,2024-05-02,13:15,17:52,277,Line Fault,33kV,Consumer Call,0
8771,Manikonda,2023-10-06,13:30,14:00,30,Network Expansion,11kV,Telangana DISCOM App,1
8772,Hitech City,2023-11-12,08:45,13:59,314,Scheduled Maintenance,11kV,TSECL Website,1
8773,Malkajgiri,2023-10-02,18:45,22:17,212,Scheduled Maintenance,11kV,Social Media,1
8774,As Rao Nagar,2024-01-25,05:15,10:21,306,Load Shedding,33kV,Telangana DISCOM App,0
8775,Lingampally,2023-09-02,13:45,17:20,215,Equipment Upgrade,33kV,Telangana DISCOM App,1
8776,Bowenpally,2023-08-09,13:15,14:58,103,Scheduled Maintenance,11kV,TSECL Website,1
8777,Vidyanagar,2023-08-21,01:30,03:10,100,Weather Damage,132kV,TSECL Website,0
8778,Boduppal,2024-03-21,08:15,14:26,371,Equipment Upgrade,11kV,Telangana DISCOM App,1
8779,Madhapur,2024-05-18,14:45,18:54,249,Network Expansion,11kV,Telangana DISCOM App,1
8780,Kukatpally,2024-06-10,14:30,15:15,45,Equipment Upgrade,33kV,TSECL Website,1
8781,Tarnaka,2024-05-30,17:15,19:58,163,Equipment Upgrade,11kV,TSECL Website,1
8782,Gandipet,2023-07-04,22:00,22:49,49,Grid Overload,33kV,TSECL Website,0
8783,Vanasthalipuram,2023-10-30,13:00,14:59,119,Weather Damage,11kV,Social Media,0
8784,Miyapur,2024-06-14,21:00,21:26,26,Grid Overload,11kV,TSECL Website,0
8785,Shamirpet,2023-11-07,09:15,11:46,151,Scheduled Maintenance,33kV,Consumer Call,1
8786,Himayatnagar,2024-03-10,17:15,22:02,287,Weather Damage,11kV,TSECL Website,0
8787,Begumpet,2024-06-16,15:00,19:18,258,Equipment Upgrade,11kV,TSECL Website,1
8788,Tarnaka,2023-07-27,19:30,00:37,307,Equipment Upgrade,11kV,Telangana DISCOM App,1
8789,Uppal,2023-09-06,16:00,23:42,462,Network Expansion,11kV,Telangana DISCOM App,1
8790,Gachibowli,2023-08-30,23:15,01:34,139,Transformer Failure,11kV,Telangana DISCOM App,0
8791,Kukatpally,2023-11-07,17:15,18:23,68,Network Expansion,132kV,Telangana DISCOM App,1
8792,Moula Ali,2024-04-16,02:00,04:09,129,Grid Overload,132kV,Telangana DISCOM App,0
8793,Banjara Hills,2023-11-19,08:00,15:33,453,Equipment Upgrade,11kV,Consumer Call,1
8794,Moula Ali,2023-12-30,13:30,16:02,152,Equipment Upgrade,11kV,TSECL Website,1
8795,Tolichowki,2024-03-01,10:45,14:25,220,Network Expansion,33kV,TSECL Website,1
8796,Habsiguda,2024-03-30,17:00,17:15,15,Grid Overload,11kV,TSECL Website,0
8797,Himayatnagar,2023-09-14,19:00,00:25,325,Network Expansion,132kV,TSECL Website,1
8798,Serilingampally,2024-06-21,16:30,21:18,288,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8799,Kothapet,2023-07-03,16:45,21:49,304,Equipment Upgrade,33kV,Telangana DISCOM App,1
8800,Nallagandla,2024-05-29,22:15,03:39,324,Transformer Failure,11kV,TSECL Website,0
8801,Habsiguda,2023-08-15,08:45,13:36,291,Load Shedding,11kV,Consumer Call,0
8802,Serilingampally,2023-07-25,14:30,16:40,130,Scheduled Maintenance,11kV,TSECL Website,1
8803,Yapral,2023-11-08,10:15,15:09,294,Network Expansion,33kV,Telangana DISCOM App,1
8804,Golconda,2024-01-22,19:30,20:36,66,Weather Damage,11kV,Telangana DISCOM App,0
8805,Yapral,2024-01-29,11:15,18:56,461,Equipment Upgrade,11kV,TSECL Website,1
8806,Lingampally,2023-08-31,13:30,18:10,280,Network Expansion,132kV,TSECL Website,1
8807,Shamirpet,2023-07-04,03:30,04:13,43,Transformer Failure,11kV,Consumer Call,0
8808,Shamirpet,2023-08-21,09:45,12:02,137,Network Expansion,11kV,Consumer Call,1
8809,Abids,2023-12-13,17:45,21:14,209,Network Expansion,11kV,TSECL Website,1
8810,Secunderabad,2023-12-03,10:45,14:44,239,Weather Damage,33kV,TSECL Website,0
8811,Serilingampally,2024-01-02,15:15,15:45,30,Network Expansion,33kV,Telangana DISCOM App,1
8812,Rajendra Nagar,2024-02-10,14:00,16:26,146,Equipment Upgrade,11kV,Telangana DISCOM App,1
8813,Moula Ali,2024-01-27,21:00,23:25,145,Grid Overload,33kV,TSECL Website,0
8814,Hitech City,2023-10-21,18:45,00:02,317,Equipment Upgrade,33kV,Telangana DISCOM App,1
8815,Vidyanagar,2024-01-15,08:15,14:54,399,Scheduled Maintenance,132kV,Social Media,1
8816,Bowenpally,2023-07-10,12:30,17:27,297,Equipment Upgrade,11kV,Telangana DISCOM App,1
8817,Kondapur,2024-06-28,12:00,18:50,410,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8818,Himayatnagar,2024-03-28,04:30,09:59,329,Grid Overload,33kV,TSECL Website,0
8819,Boduppal,2023-12-28,14:15,17:07,172,Scheduled Maintenance,33kV,Social Media,1
8820,Malkajgiri,2024-05-20,20:45,02:38,353,Line Fault,11kV,Telangana DISCOM App,0
8821,Jubilee Hills,2023-07-31,16:00,19:50,230,Scheduled Maintenance,132kV,TSECL Website,1
8822,Patancheru,2023-12-20,10:00,13:51,231,Equipment Upgrade,33kV,Social Media,1
8823,Hitech City,2023-11-26,12:30,13:25,55,Grid Overload,11kV,Telangana DISCOM App,0
8824,Bowenpally,2023-07-14,01:30,06:14,284,Weather Damage,11kV,TSECL Website,0
8825,As Rao Nagar,2023-10-31,07:45,11:44,239,Weather Damage,11kV,TSECL Website,0
8826,Shamshabad,2024-06-13,18:00,19:02,62,Grid Overload,33kV,Telangana DISCOM App,0
8827,Abids,2023-09-18,14:15,15:48,93,Network Expansion,132kV,Telangana DISCOM App,1
8828,Sanath Nagar,2023-10-19,16:30,17:55,85,Transformer Failure,33kV,Telangana DISCOM App,0
8829,Bowenpally,2023-12-23,10:45,14:46,241,Network Expansion,11kV,TSECL Website,1
8830,Madhapur,2023-09-12,18:15,01:10,415,Scheduled Maintenance,11kV,TSECL Website,1
8831,Vidyanagar,2024-02-08,12:45,18:43,358,Network Expansion,11kV,Consumer Call,1
8832,Madhapur,2023-07-20,08:45,13:50,305,Equipment Upgrade,11kV,Consumer Call,1
8833,LB Nagar,2023-10-20,04:00,04:33,33,Weather Damage,33kV,Telangana DISCOM App,0
8834,Nampally,2024-01-01,21:45,00:01,136,Line Fault,33kV,Telangana DISCOM App,0
8835,Madhapur,2023-10-06,13:00,20:38,458,Network Expansion,11kV,Telangana DISCOM App,1
8836,Nampally,2024-06-30,08:00,15:39,459,Network Expansion,11kV,Telangana DISCOM App,1
8837,Patancheru,2024-01-25,13:15,16:35,200,Network Expansion,33kV,Telangana DISCOM App,1
8838,Manikonda,2023-09-29,09:15,09:57,42,Transformer Failure,11kV,Telangana DISCOM App,0
8839,Tarnaka,2023-07-29,16:15,20:21,246,Scheduled Maintenance,11kV,Consumer Call,1
8840,Shamirpet,2024-03-09,08:30,11:30,180,Equipment Upgrade,11kV,Consumer Call,1
8841,Abids,2023-08-12,09:45,13:42,237,Transformer Failure,11kV,Consumer Call,0
8842,Sanath Nagar,2023-12-17,09:00,12:39,219,Equipment Upgrade,11kV,Consumer Call,1
8843,KPHB,2024-04-28,18:30,23:58,328,Grid Overload,11kV,TSECL Website,0
8844,Vanasthalipuram,2024-01-27,17:30,18:47,77,Scheduled Maintenance,33kV,Telangana DISCOM App,1
8845,Malkajgiri,2023-09-27,18:00,20:42,162,Equipment Upgrade,33kV,TSECL Website,1
8846,Gandipet,2023-10-26,01:30,04:19,169,Grid Overload,33kV,TSECL Website,0
8847,Begumpet,2024-06-07,18:00,21:05,185,Transformer Failure,11kV,TSECL Website,0
8848,Begumpet,2024-05-10,04:15,08:16,241,Grid Overload,33kV,TSECL Website,0
8849,As Rao Nagar,2024-03-01,16:30,21:45,315,Network Expansion,132kV,Consumer Call,1
8850,Khairatabad,2023-11-26,12:00,16:48,288,Scheduled Maintenance,132kV,Telangana DISCOM App,1
8851,Boduppal,2024-01-11,08:45,11:32,167,Weather Damage,11kV,Telangana DISCOM App,0
8852,Tolichowki,2023-08-12,11:45,15:55,250,Scheduled Maintenance,33kV,TSECL Website,1
8853,Boduppal,2023-12-29,03:45,06:07,142,Transformer Failure,33kV,Telangana DISCOM App,0
8854,Khairatabad,2024-01-01,15:00,17:19,139,Scheduled Maintenance,33kV,Consumer Call,1
8855,Boduppal,2024-01-01,21:00,01:47,287,Grid Overload,11kV,Telangana DISCOM App,0
8856,Banjara Hills,2023-07-24,15:15,21:22,367,Equipment Upgrade,11kV,Social Media,1
8857,Raidurg,2024-04-07,19:15,03:02,467,Equipment Upgrade,11kV,TSECL Website,1
8858,Moula Ali,2024-05-22,11:00,14:20,200,Network Expansion,11kV,Social Media,1
8859,Nallagandla,2023-10-01,08:30,13:47,317,Network Expansion,33kV,Consumer Call,1
8860,Tarnaka,2023-07-25,15:45,17:03,78,Weather Damage,11kV,Social Media,0
8861,Bowenpally,2024-05-02,11:45,15:01,196,Network Expansion,33kV,TSECL Website,1
8862,LB Nagar,2024-05-17,14:15,14:46,31,Equipment Upgrade,11kV,Telangana DISCOM App,1
8863,Ameerpet,2024-03-25,14:15,19:55,340,Scheduled Maintenance,11kV,Telangana DISCOM App,1
8864,Habsiguda,2024-02-04,12:30,17:11,281,Equipment Upgrade,11kV,Telangana DISCOM App,1
8865,Bowenpally,2023-11-20,16:00,22:39,399,Scheduled Maintenance,11kV,TSECL Website,1
8866,Malkajgiri,2023-08-08,00:30,01:27,57,Weather Damage,11kV,Telangana DISCOM App,0
8867,Dilsukhnagar,2024-04-29,12:45,15:40,175,Equipment Upgrade,33kV,Consumer Call,1
8868,Vidyanagar,2023-07-26,21:30,21:45,15,Weather Damage,11kV,Telangana DISCOM App,0
8869,Secunderabad,2023-12-19,06:30,07:52,82,Transformer Failure,11kV,TSECL Website,0
8870,Tarnaka,2024-04-26,19:15,02:08,413,Network Expansion,132kV,TSECL Website,1
8871,Punjagutta,2023-08-05,19:00,23:51,291,Scheduled Maintenance,33kV,Social Media,1
8872,Habsiguda,2024-04-11,10:30,15:09,279,Weather Damage,11kV,TSECL Website,0
8873,Moula Ali,2023-12-15,16:15,23:32,437,Equipment Upgrade,33kV,TSECL Website,1
8874,Nallagandla,2023-09-10,14:30,18:15,225,Transformer Failure,11kV,TSECL Website,0
8875,Vanasthalipuram,2023-08-24,13:45,21:02,437,Equipment Upgrade,33kV,Telangana DISCOM App,1
8876,As Rao Nagar,2023-09-07,15:00,18:15,195,Network Expansion,11kV,Consumer Call,1
8877,Sanath Nagar,2024-03-03,21:15,02:47,332,Grid Overload,33kV,TSECL Website,0
8878,Habsiguda,2023-08-14,08:15,14:57,402,Equipment Upgrade,11kV,Telangana DISCOM App,1
8879,Kukatpally,2024-04-13,20:15,21:33,78,Transformer Failure,11kV,Consumer Call,0
8880,Zahirabad,2023-11-04,18:00,20:31,151,Network Expansion,11kV,Consumer Call,1
8881,Serilingampally,2024-02-19,16:45,17:14,29,Line Fault,11kV,Telangana DISCOM App,0
8882,Sanath Nagar,2024-02-21,11:15,15:51,276,Equipment Upgrade,11kV,Telangana DISCOM App,1
8883,Rajendra Nagar,2023-07-23,12:15,18:23,368,Equipment Upgrade,33kV,Telangana DISCOM App,1
8884,Begumpet,2024-06-10,13:15,16:30,195,Weather Damage,11kV,Telangana DISCOM App,0
8885,Jubilee Hills,2023-07-29,16:45,23:35,410,Equipment Upgrade,33kV,Telangana DISCOM App,1
8886,Rajendra Nagar,2023-12-15,14:45,16:35,110,Network Expansion,33kV,Telangana DISCOM App,1
8887,Moula Ali,2024-02-07,17:00,18:37,97,Network Expansion,33kV,Telangana DISCOM App,1
8888,Quthbullapur,2024-01-31,15:15,20:08,293,Transformer Failure,33kV,Telangana DISCOM App,0
8889,Quthbullapur,2024-04-11,14:15,15:34,79,Network Expansion,11kV,Telangana DISCOM App,1
8890,Malkajgiri,2023-08-07,11:45,16:23,278,Load Shedding,11kV,Consumer Call,0
8891,Lingampally,2024-05-25,06:00,11:12,312,Transformer Failure,11kV,Telangana DISCOM App,0
8892,Nampally,2023-07-27,19:15,01:25,370,Scheduled Maintenance,11kV,Telangana DISCOM App,1
